year,month,day,latitude,longitude
2014,04,17,11.0954,-85.3175
2014,04,17,11.3006,-84.2049
2014,04,17,11.2926,-84.2526
2014,04,17,11.2909,-84.2623
2014,04,17,11.1135,-85.3592
2014,04,17,11.1122,-85.3666
2014,04,17,11.1073,-85.3955
2014,04,17,11.317,-84.2475
2014,04,17,11.3309,-84.2105
2014,04,17,11.1179,-85.4828
2014,04,17,11.3521,-84.1726
2014,04,17,11.3324,-84.2878
2014,04,17,11.1405,-85.4872
2014,04,17,11.2916,-84.6647
2014,04,17,11.1247,-85.6261
2014,04,17,11.3966,-84.0942
2014,04,17,11.1519,-85.5199
2014,04,17,11.1505,-85.5279
2014,04,17,11.1508,-85.575
2014,04,17,11.4482,-83.9706
2014,04,17,11.4617,-83.9821
2014,04,17,11.4262,-84.1962
2014,04,17,11.4872,-83.9209
2014,04,17,11.4902,-83.9496
2014,04,17,11.472,-84.1075
2014,04,17,11.4907,-83.9484
2014,04,17,11.47,-84.1155
2014,04,17,11.5114,-84.0084
2014,04,17,11.4735,-84.2319
2014,04,17,11.4963,-84.2361
2014,04,17,11.5806,-83.824
2014,04,17,11.5083,-84.2579
2014,04,17,11.6102,-83.7372
2014,04,17,11.5836,-83.8982
2014,04,17,11.573,-83.9627
2014,04,17,11.5819,-84.0018
2014,04,17,11.5549,-84.2541
2014,04,17,11.5865,-84.1147
2014,04,17,11.4851,-84.8938
2014,04,17,11.4833,-84.9041
2014,04,17,11.6894,-83.7313
2014,04,17,11.6727,-84.0158
2014,04,17,11.6666,-84.0525
2014,04,17,11.6651,-84.0618
2014,04,17,11.7131,-83.8636
2014,04,17,11.7117,-83.8726
2014,04,17,11.725,-83.8378
2014,04,17,11.7221,-83.8558
2014,04,17,11.7206,-83.8649
2014,04,17,11.7295,-83.857
2014,04,17,11.7266,-83.8369
2014,04,17,11.722,-83.8639
2014,04,17,11.7113,-83.9268
2014,04,17,11.6847,-84.0827
2014,04,17,11.731,-83.8561
2014,04,17,11.7212,-84.0039
2014,04,17,11.7726,-83.7444
2014,04,17,11.7532,-83.8602
2014,04,17,11.7606,-83.8614
2014,04,17,11.7496,-84.0182
2014,04,17,11.4599,-85.9125
2014,04,17,11.7975,-84.0074
2014,04,17,11.8198,-84.0184
2014,04,17,11.7544,-84.4014
2014,04,17,11.838,-83.9561
2014,04,17,11.8372,-84.1434
2014,04,17,11.8782,-83.9444
2014,04,17,11.8901,-83.9651
2014,04,17,11.8886,-83.9741
2014,04,17,11.5417,-86.0667
2014,04,17,11.8975,-84.013
2014,04,17,11.9317,-83.8979
2014,04,17,11.5575,-86.1282
2014,04,17,11.9392,-83.8992
2014,04,17,11.9333,-83.897
2014,04,17,11.5596,-86.1284
2014,04,17,11.9325,-84.0366
2014,04,17,11.9629,-83.9021
2014,04,17,11.9611,-84.0038
2014,04,17,11.9836,-83.9612
2014,04,17,12.0252,-83.8026
2014,04,17,12.0267,-83.8854
2014,04,17,12.0073,-84.0025
2014,04,17,12.1206,-83.974
2014,04,17,12.128,-83.9753
2014,04,17,12.087,-84.2705
2014,04,17,12.0865,-84.2689
2014,04,17,12.0849,-84.2782
2014,04,17,12.2156,-83.7785
2014,04,17,11.9492,-85.3423
2014,04,17,11.8411,-86.3722
2014,04,17,12.3288,-84.0249
2014,04,17,12.1712,-85.3592
2014,04,17,12.4869,-83.813
2014,04,17,12.4886,-83.8212
2014,04,17,12.4943,-83.8764
2014,04,17,12.5106,-83.8249
2014,04,17,12.1778,-85.7974
2014,04,17,12.5296,-83.8462
2014,04,17,12.5589,-83.8061
2014,04,17,12.1703,-86.3966
2014,04,17,12.3131,-85.8371
2014,04,17,12.692,-83.8371
2014,04,17,12.5077,-86.0614
2014,04,17,12.6733,-85.3987
2014,04,17,12.5545,-86.7679
2014,04,17,12.5527,-86.7779
2014,04,17,12.5517,-87.1414
2014,04,17,12.5501,-87.1507
2014,04,17,12.6521,-86.779
2014,04,17,12.6276,-86.9641
2014,04,17,12.6259,-86.9731
2014,04,17,12.9124,-85.9317
2014,04,17,12.9705,-85.9395
2014,04,17,12.7903,-87.2077
2014,04,17,13.3271,-84.3514
2014,04,17,12.9464,-86.6961
2014,04,17,12.8518,-87.4605
2014,04,17,12.8773,-87.4759
2014,04,17,13.4611,-84.243
2014,04,17,12.9059,-87.5796
2014,04,17,13.5289,-84.0173
2014,04,17,13.5319,-84.0449
2014,04,17,13.5305,-84.0991
2014,04,17,13.5353,-84.0444
2014,04,17,13.5321,-84.1073
2014,04,17,13.5555,-84.1478
2014,04,17,13.5368,-84.3478
2014,04,17,13.5353,-84.3569
2014,04,17,12.9545,-87.6473
2014,04,17,13.6055,-83.9846
2014,04,17,13.132,-86.7196
2014,04,17,13.1304,-86.7283
2014,04,17,13.2088,-86.4363
2014,04,17,13.5755,-84.3451
2014,04,17,13.2181,-86.6435
2014,04,17,13.687,-84.2792
2014,04,17,13.6551,-84.47
2014,04,17,13.7522,-84.1336
2014,04,17,13.7625,-84.1172
2014,04,17,13.7118,-84.4594
2014,04,17,13.7742,-84.1374
2014,04,17,13.7889,-84.0947
2014,04,17,13.7874,-84.1035
2014,04,17,13.7483,-84.3348
2014,04,17,13.821,-83.9481
2014,04,17,13.4161,-86.2931
2014,04,17,13.4145,-86.3016
2014,04,17,13.3632,-86.5891
2014,04,17,13.7571,-84.3732
2014,04,17,13.8681,-83.7541
2014,04,17,13.8996,-83.7424
2014,04,17,13.8689,-83.9741
2014,04,17,13.7691,-84.6658
2014,04,17,13.3585,-87.0132
2014,04,17,13.9696,-83.5736
2014,04,17,13.7873,-84.6503
2014,04,17,13.409,-86.7863
2014,04,17,13.8221,-84.628
2014,04,17,13.9191,-84.098
2014,04,17,13.8248,-84.6577
2014,04,17,13.9681,-83.8933
2014,04,17,13.9753,-83.8946
2014,04,17,13.861,-84.6728
2014,04,17,13.8614,-84.6711
2014,04,17,13.8829,-84.6364
2014,04,17,13.8812,-84.6462
2014,04,17,13.893,-84.6676
2014,04,17,13.9443,-84.413
2014,04,17,13.4191,-87.3741
2014,04,17,14.1113,-83.4622
2014,04,17,13.9573,-84.4715
2014,04,17,13.9247,-84.6634
2014,04,17,13.9981,-84.2746
2014,04,17,13.9839,-84.5411
2014,04,17,14.0186,-84.3787
2014,04,17,14.0394,-84.4003
2014,04,17,14.0378,-84.4093
2014,04,17,14.0348,-84.4272
2014,04,17,13.8391,-85.5511
2014,04,17,14.1485,-83.8008
2014,04,17,14.0468,-84.4017
2014,04,17,14.2256,-83.3814
2014,04,17,14.0708,-84.3501
2014,04,17,14.2397,-83.3838
2014,04,17,14.1805,-83.9638
2014,04,17,13.7889,-86.2641
2014,04,17,13.7875,-86.2721
2014,04,17,14.22,-83.8901
2014,04,17,13.7156,-86.7438
2014,04,17,14.2272,-83.8913
2014,04,17,14.2257,-83.8998
2014,04,17,14.1759,-84.1935
2014,04,17,14.2807,-83.6165
2014,04,17,14.2185,-83.9864
2014,04,17,13.7329,-86.7464
2014,04,17,13.7432,-86.7384
2014,04,17,13.7416,-86.7474
2014,04,17,14.2574,-83.9316
2014,04,17,14.2227,-84.1386
2014,04,17,14.2153,-84.2275
2014,04,17,13.3997,-88.85
2014,04,17,13.7794,-86.883
2014,04,17,13.7779,-86.891
2014,04,17,14.3793,-83.4151
2014,04,17,13.896,-86.7848
2014,04,17,13.5703,-88.6776
2014,04,17,14.4191,-84.2161
2014,04,17,14.457,-84.1242
2014,04,17,14.2546,-85.3146
2014,04,17,14.2775,-85.3679
2014,04,17,14.2758,-85.3781
2014,04,17,14.4962,-84.1578
2014,04,17,14.3005,-85.3502
2014,04,17,14.3487,-85.4425
2014,04,17,14.1961,-86.364
2014,04,17,14.3903,-85.2938
2014,04,17,14.4735,-85.1649
2014,04,17,14.4566,-85.2623
2014,04,17,14.4528,-85.3756
2014,04,17,14.6796,-84.1341
2014,04,17,14.4736,-85.3484
2014,04,17,14.7055,-84.0678
2014,04,17,14.5071,-85.2924
2014,04,17,14.4479,-85.6376
2014,04,17,14.4877,-85.4532
2014,04,17,14.4559,-85.6387
2014,04,17,14.4916,-85.4515
2014,04,17,14.4994,-85.4528
2014,04,17,14.4401,-85.9251
2014,04,17,14.6087,-85.2376
2014,04,17,14.7848,-84.2411
2014,04,17,14.7644,-84.3638
2014,04,17,14.7629,-84.3726
2014,04,17,14.7599,-84.3903
2014,04,17,14.7921,-84.2423
2014,04,17,14.7687,-84.3827
2014,04,17,14.5926,-85.4716
2014,04,17,14.8196,-84.1666
2014,04,17,14.8994,-83.6781
2014,04,17,14.8168,-84.1651
2014,04,17,14.641,-85.5411
2014,04,17,14.6897,-85.4455
2014,04,17,14.7335,-85.3564
2014,04,17,14.7317,-85.3666
2014,04,17,14.6123,-86.27
2014,04,17,14.6109,-86.2777
2014,04,17,14.7272,-85.6668
2014,04,17,14.7349,-85.669
2014,04,17,14.7278,-85.7566
2014,04,17,14.857,-85.5001
2014,04,17,14.9229,-85.2574
2014,04,17,14.9213,-85.267
2014,04,17,14.9196,-85.277
2014,04,17,15.0788,-84.5336
2014,04,17,15.0981,-84.5095
2014,04,17,15.2735,-84.2067
2014,04,17,15.2721,-84.2153
2014,04,17,14.9006,-87.5687
2014,04,17,15.3531,-85.4909
2014,04,17,15.3621,-85.6204
2014,04,17,15.0395,-87.4028
2014,04,17,15.2264,-86.4753
2014,04,17,15.1954,-86.8878
2014,04,17,15.4276,-85.6119
2014,04,17,15.257,-86.5898
2014,04,17,15.2557,-86.5972
2014,04,17,15.4353,-85.6139
2014,04,17,15.1311,-87.3461
2014,04,17,15.3343,-86.2471
2014,04,17,15.132,-87.3453
2014,04,17,15.1406,-87.3474
2014,04,17,15.2729,-86.7248
2014,04,17,15.5041,-85.5224
2014,04,17,15.4688,-85.8155
2014,04,17,15.3841,-86.2953
2014,04,17,15.3827,-86.3031
2014,04,17,15.3743,-86.3504
2014,04,17,15.4815,-85.8819
2014,04,17,15.4797,-85.8924
2014,04,17,15.4644,-86.0272
2014,04,17,15.5081,-85.8838
2014,04,17,15.5063,-85.894
2014,04,17,15.4646,-86.1256
2014,04,17,15.516,-85.8853
2014,04,17,15.2391,-87.4475
2014,04,17,15.4273,-86.5173
2014,04,17,15.5497,-85.9246
2014,04,17,15.548,-85.9342
2014,04,17,15.5573,-85.9276
2014,04,17,15.1978,-87.9168
2014,04,17,15.5119,-86.326
2014,04,17,15.7859,-84.7822
2014,04,17,15.4284,-87.0135
2014,04,17,15.4901,-86.7239
2014,04,17,15.489,-86.7303
2014,04,17,15.4789,-86.8803
2014,04,17,15.445,-87.0664
2014,04,17,15.489,-86.8724
2014,04,17,15.3369,-87.7527
2014,04,17,15.5606,-86.6174
2014,04,17,15.595,-86.6951
2014,04,17,15.6978,-86.266
2014,04,17,15.528,-87.8411
2014,04,17,15.0217,-90.9503
2014,04,17,17.8419,-77.2744
2014,04,17,16.0661,-89.0578
2014,04,17,16.064,-89.0683
2014,04,17,15.9471,-90.0095
2014,04,17,15.9459,-90.0157
2014,04,17,15.9446,-90.022
2014,04,17,18.8547,-73.18
2014,04,17,19.0303,-72.0207
2014,04,17,16.5428,-89.3971
2014,04,17,16.3318,-90.5217
2014,04,17,16.3305,-90.5284
2014,04,17,15.879,-92.7886
2014,04,17,15.8771,-92.7977
2014,04,17,16.3151,-90.7156
2014,04,17,16.3137,-90.7226
2014,04,17,16.3219,-90.7241
2014,04,17,16.8187,-88.2782
2014,04,17,16.8169,-88.2876
2014,04,17,16.4361,-90.2709
2014,04,17,16.1322,-92.4333
2014,04,17,16.1303,-92.4424
2014,04,17,16.1823,-92.5872
2014,04,17,16.6622,-90.4919
2014,04,17,16.6609,-90.4984
2014,04,17,16.2995,-92.5466
2014,04,17,16.7572,-90.5064
2014,04,17,16.3293,-92.5818
2014,04,17,16.8129,-90.4427
2014,04,17,16.8116,-90.4493
2014,04,17,16.8135,-90.4428
2014,04,17,16.8121,-90.4494
2014,04,17,16.8117,-90.5039
2014,04,17,17.0083,-89.581
2014,04,17,16.8429,-90.7257
2014,04,17,16.8415,-90.7325
2014,04,17,17.2662,-88.6763
2014,04,17,16.8596,-90.8008
2014,04,17,17.2605,-88.9016
2014,04,17,16.8861,-90.7782
2014,04,17,16.9099,-90.7692
2014,04,17,16.9086,-90.7759
2014,04,17,16.4399,-93.0758
2014,04,17,16.7513,-91.7675
2014,04,17,16.7535,-91.7689
2014,04,17,16.6879,-92.1881
2014,04,17,17.0901,-90.4122
2014,04,17,17.0888,-90.4186
2014,04,17,16.8354,-91.7126
2014,04,17,17.0326,-90.8594
2014,04,17,17.5047,-88.7621
2014,04,17,16.4355,-94.0882
2014,04,17,16.2072,-95.1751
2014,04,17,17.2662,-90.775
2014,04,17,17.2648,-90.7818
2014,04,17,17.2036,-91.5046
2014,04,17,16.6168,-94.7236
2014,04,17,20.4015,-76.675
2014,04,17,18.7324,-87.7228
2014,04,17,18.7309,-87.7309
2014,04,17,20.593,-76.4023
2014,04,17,17.8477,-93.1184
2014,04,17,18.4177,-90.5435
2014,04,17,18.4212,-90.546
2014,04,17,20.724,-76.5984
2014,04,17,18.2685,-91.891
2014,04,17,18.2669,-91.8986
2014,04,17,20.818,-77.6379
2014,04,17,21.1081,-76.8958
2014,04,17,21.2026,-76.6696
2014,04,17,21.1999,-76.6695
2014,04,17,19.0894,-90.3371
2014,04,17,19.4185,-89.9737
2014,04,17,19.6796,-89.1662
2014,04,17,19.7106,-89.7983
2014,04,17,19.6119,-90.2893
2014,04,17,21.7304,-78.2412
2014,04,17,21.7292,-78.2511
2014,04,17,21.8335,-78.5117
2014,04,17,21.8341,-78.5102
2014,04,17,19.9407,-90.1763
2014,04,17,20.3724,-88.022
2014,04,17,20.3176,-88.5429
2014,04,17,20.3395,-88.7184
2014,04,17,22.0265,-78.8643
2014,04,17,20.1939,-90.0012
2014,04,17,20.3972,-89.3114
2014,04,17,20.4021,-89.3196
2014,04,17,21.6319,-82.6575
2014,04,17,20.5527,-88.975
2014,04,17,20.5656,-89.0905
2014,04,17,20.6098,-89.0051
2014,04,17,20.5917,-89.1442
2014,04,17,20.5482,-89.4604
2014,04,17,20.6182,-89.15
2014,04,17,20.8279,-88.1419
2014,04,17,20.7999,-89.0534
2014,04,17,20.9034,-88.7532
2014,04,17,22.2524,-80.941
2014,04,17,22.2566,-80.9408
2014,04,17,22.2555,-80.9486
2014,04,17,22.3998,-80.0042
2014,04,17,22.3986,-80.0126
2014,04,17,22.4068,-80.0053
2014,04,17,22.4057,-80.0137
2014,04,17,21.174,-88.0825
2014,04,17,21.254,-88.492
2014,04,17,21.4028,-87.9311
2014,04,17,21.2187,-89.0926
2014,04,17,21.2169,-89.1015
2014,04,17,21.4297,-88.5042
2014,04,17,21.4345,-88.5048
2014,04,17,22.4112,-83.1336
2014,04,17,22.7443,-82.2811
2014,04,17,22.6107,-83.2001
2014,04,17,22.7448,-82.8563
2014,04,17,22.7514,-82.8575
2014,04,17,26.5657,-81.3345
2014,04,17,-32.0422,-57.4348
2014,04,17,-29.5357,-51.0984
2014,04,17,-27.238,-50.9472
2014,04,17,-26.3777,-50.0958
2014,04,17,-24.1274,-55.1936
2014,04,17,-24.1286,-55.2062
2014,04,17,-22.7164,-48.2601
2014,04,17,-22.3306,-47.5246
2014,04,17,-22.8339,-52.4376
2014,04,17,-22.8366,-52.437
2014,04,17,-22.7833,-52.4841
2014,04,17,-22.774,-52.4773
2014,04,17,-22.775,-52.4853
2014,04,17,-20.0432,-45.682
2014,04,17,-19.6474,-47.6428
2014,04,17,-19.6485,-47.6502
2014,04,17,-20.7682,-59.2147
2014,04,17,-20.7639,-59.2131
2014,04,17,-18.3496,-44.3249
2014,04,17,-19.4444,-57.3596
2014,04,17,-17.1604,-47.1696
2014,04,17,-17.1537,-47.1708
2014,04,17,-14.7239,-44.0951
2014,04,17,-14.9205,-47.7556
2014,04,17,24.3693,117.494
2014,04,17,22.5353,120.353
2014,04,17,23.1565,114.942
2014,04,17,23.0691,115.05
2014,04,17,13.7918,121.008
2014,04,17,-42.9772,146.737
2014,04,17,-42.8517,146.87
2014,04,17,-42.8384,146.803
2014,04,17,-42.8363,146.806
2014,04,17,-38.1887,146.738
2014,04,17,-38.3369,143.871
2014,04,17,-38.1495,144.055
2014,04,17,-38.1631,143.79
2014,04,17,-38.0538,143.949
2014,04,17,-38.0564,143.937
2014,04,17,-37.98,143.933
2014,04,17,-38.0406,143.676
2014,04,17,-38.0785,143.238
2014,04,17,-38.0259,143.264
2014,04,17,-37.9902,143.378
2014,04,17,-38.0173,143.261
2014,04,17,-37.9641,143.449
2014,04,17,-37.9938,143.37
2014,04,17,-38.0177,143.264
2014,04,17,-37.9594,143.439
2014,04,17,-38.0194,143.051
2014,04,17,-38.0217,143.041
2014,04,17,-37.876,143.514
2014,04,17,-37.9508,143.149
2014,04,17,-37.9384,143.122
2014,04,17,-37.9408,143.112
2014,04,17,-37.937,143.088
2014,04,17,-37.9409,143.115
2014,04,17,-37.8663,143.281
2014,04,17,-37.8406,143.353
2014,04,17,-37.8504,143.31
2014,04,17,-37.767,143.549
2014,04,17,-37.8723,143.091
2014,04,17,-37.8747,143.08
2014,04,17,-37.7723,143.444
2014,04,17,-37.8508,142.941
2014,04,17,-37.7911,143.165
2014,04,17,-37.7425,143.297
2014,04,17,-37.7339,143.294
2014,04,17,-37.8282,142.877
2014,04,17,-36.7036,147.375
2014,04,17,-36.7064,147.365
2014,04,17,-37.3611,144.784
2014,04,17,-37.3643,144.771
2014,04,17,-37.8365,142.549
2014,04,17,-37.8429,142.519
2014,04,17,-37.6321,143.422
2014,04,17,-37.826,142.555
2014,04,17,-37.6233,143.419
2014,04,17,-37.5756,143.461
2014,04,17,-37.5719,143.436
2014,04,17,-37.5744,143.425
2014,04,17,-37.5606,143.444
2014,04,17,-37.5631,143.433
2014,04,17,-37.5656,143.422
2014,04,17,-37.5518,143.441
2014,04,17,-37.6436,143.002
2014,04,17,-37.6856,142.818
2014,04,17,-37.6879,142.808
2014,04,17,-37.4769,143.678
2014,04,17,-37.6063,143.124
2014,04,17,-37.6087,143.114
2014,04,17,-37.635,142.999
2014,04,17,-37.6771,142.815
2014,04,17,-37.6794,142.805
2014,04,17,-37.6093,143.117
2014,04,17,-37.635,143.002
2014,04,17,-37.6925,142.66
2014,04,17,-37.6947,142.65
2014,04,17,-37.5699,143.126
2014,04,17,-37.6533,142.754
2014,04,17,-37.6364,142.748
2014,04,17,-37.6386,142.738
2014,04,17,-37.6301,142.735
2014,04,17,-37.5257,143.155
2014,04,17,-37.507,143.114
2014,04,17,-37.5057,143.08
2014,04,17,-37.5081,143.069
2014,04,17,-37.5901,142.71
2014,04,17,-37.5924,142.7
2014,04,17,-37.497,143.077
2014,04,17,-37.5975,142.638
2014,04,17,-37.5066,143.084
2014,04,17,-37.509,143.073
2014,04,17,-37.5912,142.703
2014,04,17,-37.498,143.08
2014,04,17,-37.5004,143.07
2014,04,17,-37.6135,142.56
2014,04,17,-37.6051,142.557
2014,04,17,-37.4924,142.899
2014,04,17,-37.4947,142.889
2014,04,17,-37.4109,143.175
2014,04,17,-37.5144,142.72
2014,04,17,-37.3675,143.323
2014,04,17,-37.37,143.312
2014,04,17,-37.5059,142.717
2014,04,17,-37.4512,142.918
2014,04,17,-37.2985,143.431
2014,04,17,-36.6319,145.614
2014,04,17,-37.1219,143.346
2014,04,17,-37.11,143.332
2014,04,17,-37.0931,143.364
2014,04,17,-37.0961,143.35
2014,04,17,-36.68,144.721
2014,04,17,-37.0661,143.109
2014,04,17,-36.3555,145.954
2014,04,17,-36.3575,145.946
2014,04,17,-36.6704,144.718
2014,04,17,-36.6764,144.711
2014,04,17,-36.3575,145.953
2014,04,17,-36.3492,145.942
2014,04,17,-37.0131,143.024
2014,04,17,-36.8801,143.475
2014,04,17,-36.8827,143.464
2014,04,17,-36.3473,145.601
2014,04,17,-36.9744,142.988
2014,04,17,-36.9769,142.977
